country,event_date,event_name,event_photo_url,event_purpose,event_report_url,event_time,event_tweet_url,event_video_url,has_event_report,latitude,longitude,mini_grant_funder,mini_grant_winner,num_participants,online,online_event_url,organisers,place,report_question_1,report_question_2,report_question_3,report_question_4,slug,timezone,url,world_region_code,world_region_text
Spain,2021-03-11,Una aventura amb dades: Memoris-24,,This year we want to celebrate this day with a very special activity: a virtual escape room where in order to save the humanity from a memoryless virus called Memoris-24 we will have to dive in into the world of the open data. The aim of the activity is to promote the use of the open data catalogue of the Generalitat of Catalonia,,16:00,,,False,41.385063,2.173404,,False,200,True,,Directorate General of Transparency and Open Data of the Generalitat of Catalonia,Barcelona,,,,,una-aventura-amb-dades-memoris-24,CET,http://governobert.gencat.cat/ca/dades_obertes/aventura-dades-memoris24/,EMEA,"Europe, Middle East & Africa"
United States,2021-03-06,Understanding disaster risk with open data: An open data day event from GFDRR Labs and OpenDRI,,"Learn how to: Define disaster risk in the context of climate and natural hazards. Identify disaster risks in your country or city. Collect, share and use open risk data",,14:00,https://twitter.com/GFDRR/status/1367514343869472773,,False,38.89845,-77.04272,,False,50,True,https://worldbankgroup.zoom.us/j/97238961194?pwd=SmtSMittaFNtZTdwbFRQOVU5VGtuZz09,"Grace Doherty, GFDRR Labs","Washington, DC",,,,https://docs.google.com/presentation/d/1vtE3L6kZ9SqDSuy-NhDVdZdhNLkzRwo8Sr7MgwQxdTA/edit?usp=sharing,understanding-disaster-risk-with-open-data-an-open-data-day-event-from-gfdrr-la,GMT,https://opendri.org/open-data-day-event-understanding-disaster-risk-with-open-data/,AMER,The Americas
Spain,2021-03-05,UniversiDATA: Encuentro con reutilizadores,,Encuentro online entre las Universidades publicadoras y los reutilizadores interesados en los datos universitarios,,13:00,https://twitter.com/_UniversiData_/status/1365408151336595456,,False,40.349121,-3.82881,,False,50,True,,Portal UniversiDATA,Madrid,,,,,universidata-encuentro-con-reutilizadores,CET,https://www.universidata.es/articulos/%C2%A1conozc%C3%A1monos-encuentro-virtual-de-la-comunidad-universidata,EMEA,"Europe, Middle East & Africa"
Ghana,2021-03-06,Using open data and climate education tools for jobs creation,,Engaging rural communities on open data and climate education tools has become an important strategy to create employment opportunity in Ghana with maximum impact and positive returns for equal development ,,9:00,https://twitter.com/paulatsu2323/status/1361613791167975428,,False,5.62409,-0.23288,,False,100,False,https://meet.google.com/bms-efzx-ivn,Footprints Bridge International,Accra,,,,,using-open-data-and-climate-education-tools-for-jobs-creation,GMT,https://www.Fbridgeinternational.org,EMEA,"Europe, Middle East & Africa"
Greece,2021-03-07,Using open data to enhance Wikipedia and Wikidata,,"Awareness on the importance of open data, how we can use open data to enhance Wikipedia, Wikidata, or even more",,11:30,,,False,37.97147,23.726517,,False,25,True,,Wikimedia CUG Greece,Athens,,,,,using-open-data-to-enhance-wikipedia-and-wikidata,EET,https://w.wiki/$8t,EMEA,"Europe, Middle East & Africa"
Kenya,,Using Open Data to Strengthen Community Health Workers Programs towards Universal Health Coverage,,Create awareness of the importance of community health workers in national health systems,,,,,False,-1.24552,36.665192,,False,,True,,John Kitaa; African Community Changers.,Nairobi,,,,,using-open-data-to-strengthen-community-health-workers-programs-towards-universa,,,EMEA,"Europe, Middle East & Africa"
Greece,2021-03-06,Using OSM data with QGIS,,"How we can use and create the OpenStreetMap data with open source QGIS programme 

https://us02web.zoom.us/j/82561548318?pwd=aEhhVFh1NkhYN3VxblRaenBjK3ZJdz09 Meeting ID: 825 6154 8318 Passcode: 992180",,16:00,,,False,38.040554,23.743463,,False,100,True,https://us02web.zoom.us/j/82561548318?pwd=aEhhVFh1NkhYN3VxblRaenBjK3ZJdz09,ATHANASIOS DIMOU - PANHELLENIC SOCIETY GRADUATED GEOINFORMATICS AND SURVEYOR ,"Athens, Greece",,,,,using-osm-data-with-qgis,EEST,https://www.sgeotopo.gr/index.php/el/,EMEA,"Europe, Middle East & Africa"
Nigeria,,Vanguard Youth Summit,,To use data for equal development to initiate government and private bodies to provide more jobs for the youth in Nigeria,,,,,False,6.6538,8.7918,,False,40,False,,"Philip Sunday, Good Governance Ambassadors",Ogoja,,,,,vanguard-youth-summit,,https://facebook.com/groups/sweetestcomedies/,EMEA,"Europe, Middle East & Africa"
Germany,2021-03-04,Virtual Open Data Day 2021: Tracking the Impacts of Fashion Companies on Gender Equality ,,Participants are engaged in a community-driven data collection exercise and discuss their results to understand the relevance of open data to track companies' progress towards SDG 5 -Gender Equality,,15:00,https://twitter.com/WikiRate/status/1364211833620545543,,False,52.544527,13.42094046,,False,50,True,https://us02web.zoom.us/meeting/register/tZUpdOGorTMjGtVQns5zzCTiFho_jXlb9lne,Wikirate and World Benchmarking Alliance,Berlin,,,,,virtual-open-data-day-2021-tracking-the-impacts-of-fashion-companies-on-gender,CET,https://mailchi.mp/wikirate/invitation-join-our-virtual-open-data-day-2021,EMEA,"Europe, Middle East & Africa"
Japan,2021-03-05,VLED 勝手表彰,,オープンデータを始めとしたデータ活用に関する優れた取り組みを表彰します。,,13:00,,https://www.youtube.com/channel/UCT4BT_sE7NaDSGn7A4ApW9w,False,35.673983,139.741049,,False,100,True,http://www.vled.or.jp/event/2021/001589/,VLED（一般社団法人オープン＆ビッグデータ活用・地方創生推進機構）,Online,,,,,vled-sheng-shou-biao-zhang,JST,,APAC,Asia & The Pacific
Colombia,,Webinar: Using open data for land conflict resolution in rural Colombia,,"To share with different people, organisations, institutions and the public how we are using land related open data from rural sector from the Colombian state, to be able to analyse land conflicts and to build conflict resolution strategies",,,,https://www.youtube.com/channel/UCR-yyxJ-VszS07gKluo3wEg/featured,False,7.08516,-70.75774,,False,,True,,Luis Miguel Sánchez Zoque,Arauca,,,,,webinar-using-open-data-for-land-conflict-resolution-in-rural-colombia,,,AMER,The Americas
India,,What is Open Data?,,"Inform our community center participants about the importance, benefits of open data",,,,,False,17.356067,78.567805,,False,6,False,,Bhanu Kishore Kamapantula,Hyderabad,,,,,what-is-open-data,,,APAC,Asia & The Pacific
United Kingdom,2021-03-06,Wikidata Taster Session,,We’ll be running an introduction to Wikidata and showing how to use it to generate and link open data.,,10:00,https://twitter.com/watty62/status/1362820367300001794,,False,57.1497,-2.0943,,False,40,True,https://ti.to/code-the-city/wodd-wikidata,"Ian Watt, Code the City",Aberdeen,,,,,wikidata-taster-session,GMT,https://codethecity.org/world-open-data-day-2021/,EMEA,"Europe, Middle East & Africa"
Canada,2021-03-08,Women and Digitalisation in Africa: Overcoming the data divide,,"To explore and inform about the gender data divide in agriculture, focusing on West Africa",,12:00,https://twitter.com/godanSec/status/1366793513086693379,,False,45.50169,-73.567253,,False,100,True,https://zoom.us/webinar/register/WN_GKL29N2ORa6PEZgB2ZG8Iw,"Kathryn Bailey, Global Open Data for Agriculture and Nutrition",Montreal,,,,,women-and-digitalisation-in-africa-overcoming-the-data-divide,WAT,https://www.godan.info/events/women-and-digitalisation-agriculture-overcoming-data-divide,AMER,The Americas
Japan,,Yamate International Open Data Day 2021,,region exchange,,,,,False,35.43172698,139.6497717,,False,10,False,,Nakayama Keitarou,"Yamate, Yokohama",,,,,yamate-international-open-data-day-2021,,https://yamate.yokohama/,APAC,Asia & The Pacific
Japan,2021-03-06,Yokohama International Open Data Day 2021,,"Discussion, Data Analysis, Data Visualisation, Research, Networking",,13:00,,,False,35.443707,139.638031,,False,50,True,https://c4y.connpass.com/event/204818/,Code for Yokohama,Yokohama,,,,,yokohama-international-open-data-day-2021,JST,https://c4y.connpass.com/,APAC,Asia & The Pacific
,,Za-kpota Open Data Day,,We will want to spread the terminology of the SDGs and contribute on OSM and Google Maps,,,,,False,7.23062,2.21656,,False,30,False,,"Rabi Mars-Arsès AGNOUN BASSO, Carrefour Lab",Za-kpota,,,,,za-kpota-open-data-day,,,EMEA,"Europe, Middle East & Africa"
Turkey,2021-03-06,Zemin Webinar | Açık Veri Sohbetleri (6 Mart Açık Veri Günü),,Bringing together three municipal open data platform managers to share their opinion in Turkey,,20:00,https://twitter.com/zeministanbul/status/1366657080124452868,https://www.youtube.com/channel/UCkstq2F422W88CgCaFtwgGQ/videos,False,41.027798,28.972587,,False,100,True,https://www.meetup.com/tr-TR/Zemin-Istanbul/events/276685733/,İBB Zemin İstanbul-Veri Okuryazarlığı Derneği / IMM Zemin Istanbul-Data Literacy Association,Istanbul,,,,,zemin-webinar-acik-veri-sohbetleri-6-mart-acik-veri-gunu,TRT,https://zeministanbul.ist/tr/event/zemin-webinar-acik-veri-sohbetleri-6-mart-acik-veri-gunu/,EMEA,"Europe, Middle East & Africa"
Guatemala,2021-03-06,¡Qué vivan los datos! Data journalism training for Open Data Day 2021 in Guatemala,,Actividad organizada por Ojoconmipisto para celebrar el día de los datos de abiertos con cuatro conferencias y la rifa de 10 Guías para fiscalizar desde el periodismo,,14:20,https://twitter.com/_ojoconmipisto/status/1367326834283667457,https://www.youtube.com/watch?v=Qioadw7txrA,False,14.634915,-90.506882,,True,25,True,https://www.facebook.com/ojoconmipisto/posts/4354797617882100,Ojoconmipisto,,,,,,que-vivan-los-datos-data-journalism-training-for-open-data-day-2021-in-guatema,CST,https://www.ojoconmipisto.com/,AMER,The Americas
Russia,2021-03-06,День открытых данных 2021,,,,17:00,,,False,58.59803,49.65584,,False,10,False,,"Андрей Соколов, Общество развития взаимовыручки",Kirov,,,,,den-otkrytykh-dannykh-2021,MST,https://vk.com/open_data_day_kirov,APAC,Asia & The Pacific
Oman,2021-03-06,البيانات الضخمة و التنمية المستدامة - Big data and sustainable development,,Data Academy Platform session,,10:00,https://twitter.com/Data_academy_,https://www.youtube.com/watch?v=a7lKUTcV4sg,False,21.473534,55.975414,,False,500,True,https://ds.thedatacademy.com/%D8%AA%D8%B3%D8%AC%D9%8A%D9%84-%D9%88%D8%B1%D8%B4%D8%A9-%D8%A3%D8%B3%D8%B1%D8%A7%D8%B1-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%84%D8%B6%D8%AE%D9%85%D8%A9/,أكاديمية البيانات - أكاديمية البيانات,,,,,,lbynt-ldkhm-w-ltnmy-lmstdm-big-data-and-sustainable-development,GST,https://ds.thedatacademy.com/,EMEA,"Europe, Middle East & Africa"
Japan,2021-03-06,【IODD2021】デジタルPTAへの道　～保護者向けの学校のお知らせをデジタルデータにしてみよう！,,学校行事のカレンダーをデジタルデータにする体験をしながら、PTAでできるIT利活用を考えます,,19:30,,,False,35.624487,139.723446,,False,15,True,https://us02web.zoom.us/j/89126817558?pwd=NktsZ3FYQVlocDlGeWNqclJiYks0QT09&fbclid=IwAR21jAMWhraT-nnEeNKeQignMPl2Ddh1lgQR8J52RNbKvwNBkQ68APwsJ3U#success,一般社団法人モノづくり×プログラミング for Shinagawa,"Shinagawa, Tokyo",,,,,iodd2021-dezitaruptahenodao-bao-hu-zhe-xiang-kenoxue-xiao-noozhi-rasewodezitarudetanisitemiyou,JST,https://www.facebook.com/events/455272442579145,APAC,Asia & The Pacific
Japan,2021-03-06,みんなでつくる見どころマップ(Make together a highlight map of OpenStreetMap and Umap),,"OSMとUmapを使ってみんなで泉州の見どころマップを作りませんか。Make together Highlight map of OpenStreetMap and Umap in Sensyu,Japan",,,,,False,34.51163,135.42145,,False,5,False,,泉州らへんでオープンデータとGISを楽しむ会　泉大津市立北公民館サポーターチーム,"Izumiotsu City, Osaka",,,,,minnadetukurujian-dokoromatupu-make-together-a-highlight-map-of-openstreetmap-and-umap,,http://blog.livedoor.jp/sensyu_od_gis/archives/27809368.html,APAC,Asia & The Pacific
Japan,2021-03-06,インターナショナル・オープンデータ・デイ2021 in HOKURIKU,,Open data enlightenment,,13:00,,,False,36.561049,136.656574,,False,30,True,https://cfk.connpass.com/event/204635/,一般社団法人コード・フォー・カナザワ,Hokuriku Area,,,,,intanasiyonaruopundetadei2021-in-hokuriku,JST,,APAC,Asia & The Pacific
Japan,2021-02-28,オープンデータで遊ぼう in 関西　～オープンデータせんのかい！～,,オープンデータをみんなで楽しむこと。,,13:00,,,False,34.90171,135.67667,,False,30,True,https://www.facebook.com/events/1340566846319783/,オープンデータせんのかい！実行委員会,Kansai,,,,,opundetadeyou-bou-in-guan-xi-opundetasennokai,JST,https://www.facebook.com/events/1340566846319783/,APAC,Asia & The Pacific
Japan,2021-03-06,公共交通オープンデータ最前線 in インターナショナルオープンデータディ2021,,,,13:30,,,False,35.661655,139.678158,,False,,True,https://peatix.com/event/1805372/view?k=16e9dded9fbc2410cbdd03cac03cf3ae952765cd&fbclid=IwAR2k4TKybBECTSpwn9GJG-hNZPAZ1TbDu3yPPLJTSb5FPAwUwat63kESsYQ,日本バス情報協会設立準備会,Tokyo,,,,,gong-gong-jiao-tong-opundetazui-qian-xian-in-intanasiyonaruopundetadei2021,JST,https://bit.ly/3qHLKgy,APAC,Asia & The Pacific
